"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"8105506"	"0.16"	"0.00000592"	"-4.7397779"	"3.36915"	"-0.22452333"	"ZSWIM6"	"zinc finger SWIM-type containing 6"
"8164692"	"0.16"	"0.0000097"	"-4.6200418"	"2.95873"	"-0.45280083"	"RAPGEF1"	"Rap guanine nucleotide exchange factor 1"
"8089795"	"0.177"	"0.00001615"	"4.494378"	"2.53544"	"0.3253915"	"POPDC2///COX17"	"popeye domain containing 2///COX17, cytochrome c oxidase copper chaperone"
"8173607"	"0.193"	"0.00002678"	"-4.367392"	"2.11571"	"-0.40983033"	""	""
"7895621"	"0.193"	"0.0000293"	"-4.344545"	"2.04107"	"-0.18161233"	""	""
"7894475"	"0.212"	"0.00003862"	"-4.2740666"	"1.81253"	"-0.24523467"	""	""
"7971511"	"0.225"	"0.00005417"	"-4.1865735"	"1.53247"	"-0.46033633"	""	""
"7895272"	"0.225"	"0.0000547"	"-4.184009"	"1.52432"	"-0.154805"	""	""
"8098762"	"0.229"	"0.00006441"	"4.1413182"	"1.38922"	"0.395046"	"ATP5I"	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit E"
"8081808"	"0.229"	"0.00006959"	"-4.1210244"	"1.32535"	"-0.33617983"	"LOC100128175"	"uncharacterized LOC100128175"
"8135902"	"0.266"	"0.00008886"	"-4.0563728"	"1.12337"	"-0.328959"	"SND1-IT1"	"SND1 intronic transcript 1"
"7933976"	"0.269"	"0.00009782"	"-4.0308068"	"1.04415"	"-0.44718117"	""	""
"7984016"	"0.314"	"0.00015433"	"-3.9078346"	"0.6682"	"-0.12638667"	"C2CD4A"	"C2 calcium dependent domain containing 4A"
"8136786"	"0.314"	"0.00015672"	"-3.9036455"	"0.65555"	"-0.14404817"	""	""
"8049540"	"0.314"	"0.00015957"	"-3.8987241"	"0.64069"	"-0.38939467"	"LRRFIP1"	"LRR binding FLII interacting protein 1"
"7968972"	"0.314"	"0.00016016"	"3.8977161"	"0.63765"	"0.24925017"	"POPDC2///COX17"	"popeye domain containing 2///COX17, cytochrome c oxidase copper chaperone"
"8117822"	"0.314"	"0.0001694"	"3.8823894"	"0.59149"	"0.29327083"	"ZNRD1"	"zinc ribbon domain containing 1"
"7943158"	"0.314"	"0.00018071"	"3.8646682"	"0.53829"	"0.42810717"	"SCARNA9"	"small Cajal body-specific RNA 9"
"7894131"	"0.314"	"0.00019246"	"-3.8473513"	"0.48647"	"-0.23027917"	""	""
"8011945"	"0.314"	"0.00019498"	"-3.8437685"	"0.47578"	"-0.20665117"	"KIAA0753"	"KIAA0753"
"8050713"	"0.314"	"0.0002062"	"-3.8283264"	"0.42975"	"-0.18208383"	"PFN4"	"profilin family member 4"
"8113602"	"0.314"	"0.00020944"	"3.8240181"	"0.41694"	"0.26394383"	"CCDC112"	"coiled-coil domain containing 112"
"7990027"	"0.328"	"0.00026468"	"-3.7589023"	"0.22457"	"-0.20816967"	"ANP32A-IT1"	"ANP32A intronic transcript 1"
"7948054"	"0.328"	"0.00027894"	"-3.7441937"	"0.18147"	"-0.13214267"	""	""
"7905198"	"0.328"	"0.00030233"	"-3.7215624"	"0.1154"	"-0.133206"	"TARS2"	"threonyl-tRNA synthetase 2, mitochondrial (putative)"
"8092239"	"0.328"	"0.00030237"	"-3.7215191"	"0.11527"	"-0.21707583"	""	""
"8093974"	"0.328"	"0.00030273"	"-3.7211878"	"0.11431"	"-0.28016817"	""	""
"7894664"	"0.328"	"0.00032256"	"-3.7032809"	"0.06225"	"-0.64888217"	""	""
"8055590"	"0.328"	"0.00032672"	"-3.6996607"	"0.05175"	"-0.452754"	""	""
"7948433"	"0.328"	"0.00034408"	"-3.6849904"	"0.00928"	"-0.24841533"	"GIF"	"gastric intrinsic factor"
"8022418"	"0.328"	"0.00035953"	"3.6725175"	"-0.02673"	"0.227737"	""	""
"8154128"	"0.328"	"0.00036739"	"-3.6663651"	"-0.04445"	"-0.3198025"	""	""
"8073603"	"0.328"	"0.0003703"	"-3.6641239"	"-0.05091"	"-0.17855717"	"RNU12"	"RNA, U12 small nuclear"
"7896113"	"0.328"	"0.00037667"	"-3.6592596"	"-0.0649"	"-0.386291"	""	""
